Handle,Title,SKU,Barcode,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Option Active",Stock,Price,"Price Promo",Tax,Taxable,"Reduced Rate",Wholesale,"Price Wholesale","Wholesale Exclusive"
chromcor-violino,,,,,Conjunto,,"1/8 - 1/4",,,true,,28.9,,,,,,,
piranito-violino-conjunto,"Piranito - Violino - Conjunto",,,Tamanho,4/4,,,,,true,,23.2,,23,true,,false,,false
piranito-violino-conjunto,,,,,"1/2 - 3/4",,,,,true,,23.2,,,,,,,
piranito-violino-conjunto,,,,,"1/8 - 1/4",,,,,true,,23.2,,,,,,,
piranito-violino,"Piranito - Violino",,,Tamanho,4/4,Corda,Mi,,,true,,3.48,,23,true,,false,,false
piranito-violino,,,,,4/4,,"Lá Alumínio",,,true,,5.6,,,,,,,
piranito-violino,,,,,4/4,,"Lá Aço",,,true,,6.35,,,,,,,
piranito-violino,,,,,4/4,,Ré,,,true,,6.65,,,,,,,
piranito-violino,,,,,4/4,,Sol,,,true,,7.5,,,,,,,
piranito-violino,,,,,4/4,,Conjunto,,,true,,23.2,,,,,,,
piranito-violino,,,,,"1/2 - 3/4",,Mi,,,true,,3.48,,,,,,,
piranito-violino,,,,,"1/2 - 3/4",,"Lá Alumínio",,,true,,5.6,,,,,,,
piranito-violino,,,,,"1/2 - 3/4",,"Lá Aço",,,true,,6.35,,,,,,,
piranito-violino,,,,,"1/2 - 3/4",,Ré,,,true,,6.65,,,,,,,
piranito-violino,,,,,"1/2 - 3/4",,Sol,,,true,,7.5,,,,,,,
piranito-violino,,,,,"1/2 - 3/4",,Conjunto,,,true,,23.2,,,,,,,
piranito-violino,,,,,"1/8 - 1/4",,Mi,,,true,,3.48,,,,,,,
piranito-violino,,,,,"1/8 - 1/4",,"Lá Alumínio",,,true,,5.6,,,,,,,
piranito-violino,,,,,"1/8 - 1/4",,"Lá Aço",,,true,,6.35,,,,,,,
piranito-violino,,,,,"1/8 - 1/4",,Ré,,,true,,6.65,,,,,,,
piranito-violino,,,,,"1/8 - 1/4",,Sol,,,true,,7.5,,,,,,,
piranito-violino,,,,,"1/8 - 1/4",,Conjunto,,,true,,23.2,,,,,,,
synoxa-violino-conjunto,"Synoxa - Violino - Conjunto",,,,,,,,,,,61.5,,23,true,,false,,false
synoxa-violino,"Synoxa - Violino",,,Corda,Mi,,,,,true,,4.5,,23,true,,false,,false
synoxa-violino,,,,,Lá,,,,,true,,15.77,,,,,,,
synoxa-violino,,,,,Ré,,,,,true,,17.35,,,,,,,
synoxa-violino,,,,,Sol,,,,,true,,23.87,,,,,,,
synoxa-violino,,,,,Conjunto,,,,,true,,61.5,,,,,,,
primo-conjunto,"Primo - Conjunto",,,Tamanho,1/16,Arco,Francês,Montagem,"Sem Montagem",true,,600,,13,true,"musical instruments",false,,false
primo-conjunto,,,,,1/16,,Francês,,"Atelier do Tejo",true,,660,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/16,,Francês,,"Atelier do Tejo + Prelude",true,,750,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/16,,Francês,,"Atelier do Tejo + Charm Tungstano",true,,750,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/16,,Francês,,"Atelier do Tejo + Super Flexible",true,,790,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/16,,Francês,,"Atelier do Tejo + Helicore",true,,810,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/16,,Francês,,"Atelier do Tejo + Corelli Tungstano",true,,810,,,,,,,
primo-conjunto,,,,,1/16,,Alemão,,"Sem Montagem",true,,600,,,,,,,
primo-conjunto,,,,,1/16,,Alemão,,"Atelier do Tejo",true,,660,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/16,,Alemão,,"Atelier do Tejo + Prelude",true,,750,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/16,,Alemão,,"Atelier do Tejo + Charm Tungstano",true,,750,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/16,,Alemão,,"Atelier do Tejo + Super Flexible",true,,790,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/16,,Alemão,,"Atelier do Tejo + Helicore",true,,810,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/16,,Alemão,,"Atelier do Tejo + Corelli Tungstano",true,,810,,,,,,,
primo-conjunto,,,,,1/10,,Francês,,"Sem Montagem",true,,600,,,,,,,
primo-conjunto,,,,,1/10,,Francês,,"Atelier do Tejo",true,,660,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/10,,Francês,,"Atelier do Tejo + Prelude",true,,750,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/10,,Francês,,"Atelier do Tejo + Charm Tungstano",true,,750,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/10,,Francês,,"Atelier do Tejo + Super Flexible",true,,790,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/10,,Francês,,"Atelier do Tejo + Helicore",true,,810,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/10,,Francês,,"Atelier do Tejo + Corelli Tungstano",true,,810,,,,,,,
primo-conjunto,,,,,1/10,,Alemão,,"Sem Montagem",true,,600,,,,,,,
primo-conjunto,,,,,1/10,,Alemão,,"Atelier do Tejo",true,,660,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/10,,Alemão,,"Atelier do Tejo + Prelude",true,,750,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/10,,Alemão,,"Atelier do Tejo + Charm Tungstano",true,,750,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/10,,Alemão,,"Atelier do Tejo + Super Flexible",true,,790,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/10,,Alemão,,"Atelier do Tejo + Helicore",true,,810,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/10,,Alemão,,"Atelier do Tejo + Corelli Tungstano",true,,810,,,,,,,
primo-conjunto,,,,,1/8,,Francês,,"Sem Montagem",true,,600,,,,,,,
primo-conjunto,,,,,1/8,,Francês,,"Atelier do Tejo",true,,660,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/8,,Francês,,"Atelier do Tejo + Prelude",true,,750,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/8,,Francês,,"Atelier do Tejo + Charm Tungstano",true,,750,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/8,,Francês,,"Atelier do Tejo + Super Flexible",true,,790,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/8,,Francês,,"Atelier do Tejo + Helicore",true,,810,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/8,,Francês,,"Atelier do Tejo + Corelli Tungstano",true,,810,,,,,,,
primo-conjunto,,,,,1/8,,Alemão,,"Sem Montagem",true,,600,,,,,,,
primo-conjunto,,,,,1/8,,Alemão,,"Atelier do Tejo",true,,660,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/8,,Alemão,,"Atelier do Tejo + Prelude",true,,750,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/8,,Alemão,,"Atelier do Tejo + Charm Tungstano",true,,750,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/8,,Alemão,,"Atelier do Tejo + Super Flexible",true,,790,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/8,,Alemão,,"Atelier do Tejo + Helicore",true,,810,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/8,,Alemão,,"Atelier do Tejo + Corelli Tungstano",true,,810,,,,,,,
primo-conjunto,,,,,1/4,,Francês,,"Sem Montagem",true,,620,,,,,,,
primo-conjunto,,,,,1/4,,Francês,,"Atelier do Tejo",true,,680,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/4,,Francês,,"Atelier do Tejo + Prelude",true,,770,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/4,,Francês,,"Atelier do Tejo + Charm Tungstano",true,,770,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/4,,Francês,,"Atelier do Tejo + Super Flexible",true,,810,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/4,,Francês,,"Atelier do Tejo + Helicore",true,,830,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/4,,Francês,,"Atelier do Tejo + Corelli Tungstano",true,,830,,,,,,,
primo-conjunto,,,,,1/4,,Alemão,,"Sem Montagem",true,,620,,,,,,,
primo-conjunto,,,,,1/4,,Alemão,,"Atelier do Tejo",true,,680,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/4,,Alemão,,"Atelier do Tejo + Prelude",true,,770,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/4,,Alemão,,"Atelier do Tejo + Charm Tungstano",true,,770,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/4,,Alemão,,"Atelier do Tejo + Super Flexible",true,,810,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/4,,Alemão,,"Atelier do Tejo + Helicore",true,,830,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/4,,Alemão,,"Atelier do Tejo + Corelli Tungstano",true,,830,,,,,,,
primo-conjunto,,,,,1/2,,Francês,,"Sem Montagem",true,,620,,,,,,,
primo-conjunto,,,,,1/2,,Francês,,"Atelier do Tejo",true,,680,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/2,,Francês,,"Atelier do Tejo + Prelude",true,,770,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/2,,Francês,,"Atelier do Tejo + Charm Tungstano",true,,770,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/2,,Francês,,"Atelier do Tejo + Super Flexible",true,,810,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/2,,Francês,,"Atelier do Tejo + Helicore",true,,830,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/2,,Francês,,"Atelier do Tejo + Corelli Tungstano",true,,830,,,,,,,
primo-conjunto,,,,,1/2,,Alemão,,"Sem Montagem",true,,620,,,,,,,
primo-conjunto,,,,,1/2,,Alemão,,"Atelier do Tejo",true,,680,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/2,,Alemão,,"Atelier do Tejo + Prelude",true,,770,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/2,,Alemão,,"Atelier do Tejo + Charm Tungstano",true,,770,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/2,,Alemão,,"Atelier do Tejo + Super Flexible",true,,810,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/2,,Alemão,,"Atelier do Tejo + Helicore",true,,830,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,1/2,,Alemão,,"Atelier do Tejo + Corelli Tungstano",true,,830,,,,,,,
primo-conjunto,,,,,3/4,,Francês,,"Sem Montagem",true,,700,,,,,,,
primo-conjunto,,,,,3/4,,Francês,,"Atelier do Tejo",true,,770,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,3/4,,Francês,,"Atelier do Tejo + Prelude",true,,860,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,3/4,,Francês,,"Atelier do Tejo + Charm Tungstano",true,,860,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,3/4,,Francês,,"Atelier do Tejo + Super Flexible",true,,900,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,3/4,,Francês,,"Atelier do Tejo + Helicore",true,,920,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,3/4,,Francês,,"Atelier do Tejo + Corelli Tungstano",true,,920,,,,,,,
primo-conjunto,,,,,3/4,,Alemão,,"Sem Montagem",true,,700,,,,,,,
primo-conjunto,,,,,3/4,,Alemão,,"Atelier do Tejo",true,,770,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,3/4,,Alemão,,"Atelier do Tejo + Prelude",true,,860,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,3/4,,Alemão,,"Atelier do Tejo + Charm Tungstano",true,,860,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,3/4,,Alemão,,"Atelier do Tejo + Super Flexible",true,,900,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,3/4,,Alemão,,"Atelier do Tejo + Helicore",true,,920,,,,,,,
primo-conjunto,,"Prelude / Charm Tungstano / Super Flexible / Helicore, Corelli Tungstano",,,3/4,,Alemão,,"Atelier do Tejo + Corelli Tungstano",true,,920,,,,,,,
rock-a-billy-conjunto,"Rock a Billy - Conjunto",,,Montagem,"Sem Montagem",Arco,Francês,,,true,,800,,13,true,"musical instruments",false,,false
rock-a-billy-conjunto,,,,,"Sem Montagem",,Alemão,,,true,,860,,,,,,,
rock-a-billy-conjunto,,,,,"Atelier do Tejo",,Francês,,,true,,950,,,,,,,
rock-a-billy-conjunto,,,,,"Atelier do Tejo",,Alemão,,,true,,950,,,,,,,
rock-a-billy-conjunto,,,,,"Atelier do Tejo + Prelude",,Francês,,,true,,990,,,,,,,
rock-a-billy-conjunto,,,,,"Atelier do Tejo + Prelude",,Alemão,,,true,,1010,,,,,,,
rock-a-billy-conjunto,,,,,"Atelier do Tejo + Charm Tungstano",,Francês,,,true,,1010,,,,,,,
rock-a-billy-conjunto,,,,,"Atelier do Tejo + Charm Tungstano",,Alemão,,,true,,800,,,,,,,
rock-a-billy-conjunto,,,,,"Atelier do Tejo + Super Flexible",,Francês,,,true,,860,,,,,,,
rock-a-billy-conjunto,,,,,"Atelier do Tejo + Super Flexible",,Alemão,,,true,,950,,,,,,,
rock-a-billy-conjunto,,,,,"Atelier do Tejo + Helicore",,Francês,,,true,,950,,,,,,,
rock-a-billy-conjunto,,,,,"Atelier do Tejo + Helicore",,Alemão,,,true,,990,,,,,,,
rock-a-billy-conjunto,,,,,"Atelier do Tejo + Corelli Tungstano",,Francês,,,true,,1010,,,,,,,
rock-a-billy-conjunto,,,,,"Atelier do Tejo + Corelli Tungstano",,Alemão,,,true,,1010,,,,,,,
school-conjunto,"School - Conjunto",,,Tamanho,1/16,Arco,Francês,Montagem,"Sem Montagem",true,,700,,13,true,"musical instruments",false,,false
school-conjunto,,,,,1/16,,Francês,,"Atelier do Tejo",true,,760,,,,,,,
school-conjunto,,,,,1/16,,Francês,,"Atelier do Tejo + Prelude",true,,850,,,,,,,
school-conjunto,,,,,1/16,,Francês,,"Atelier do Tejo + Charm Tungstano",true,,850,,,,,,,
school-conjunto,,,,,1/16,,Francês,,"Atelier do Tejo + Super Flexible",true,,890,,,,,,,
school-conjunto,,,,,1/16,,Francês,,"Atelier do Tejo + Helicore",true,,910,,,,,,,
school-conjunto,,,,,1/16,,Francês,,"Atelier do Tejo + Corelli Tungstano",true,,910,,,,,,,
school-conjunto,,,,,1/16,,Alemão,,"Sem Montagem",true,,700,,,,,,,
school-conjunto,,,,,1/16,,Alemão,,"Atelier do Tejo",true,,760,,,,,,,
school-conjunto,,,,,1/16,,Alemão,,"Atelier do Tejo + Prelude",true,,850,,,,,,,
school-conjunto,,,,,1/16,,Alemão,,"Atelier do Tejo + Charm Tungstano",true,,850,,,,,,,
school-conjunto,,,,,1/16,,Alemão,,"Atelier do Tejo + Super Flexible",true,,890,,,,,,,
school-conjunto,,,,,1/16,,Alemão,,"Atelier do Tejo + Helicore",true,,910,,,,,,,
school-conjunto,,,,,1/16,,Alemão,,"Atelier do Tejo + Corelli Tungstano",true,,910,,,,,,,
school-conjunto,,,,,1/10,,Francês,,"Sem Montagem",true,,700,,,,,,,
school-conjunto,,,,,1/10,,Francês,,"Atelier do Tejo",true,,760,,,,,,,
school-conjunto,,,,,1/10,,Francês,,"Atelier do Tejo + Prelude",true,,850,,,,,,,
school-conjunto,,,,,1/10,,Francês,,"Atelier do Tejo + Charm Tungstano",true,,850,,,,,,,
school-conjunto,,,,,1/10,,Francês,,"Atelier do Tejo + Super Flexible",true,,890,,,,,,,
school-conjunto,,,,,1/10,,Francês,,"Atelier do Tejo + Helicore",true,,910,,,,,,,
school-conjunto,,,,,1/10,,Francês,,"Atelier do Tejo + Corelli Tungstano",true,,910,,,,,,,
school-conjunto,,,,,1/10,,Alemão,,"Sem Montagem",true,,700,,,,,,,
school-conjunto,,,,,1/10,,Alemão,,"Atelier do Tejo",true,,760,,,,,,,
school-conjunto,,,,,1/10,,Alemão,,"Atelier do Tejo + Prelude",true,,850,,,,,,,
school-conjunto,,,,,1/10,,Alemão,,"Atelier do Tejo + Charm Tungstano",true,,850,,,,,,,
school-conjunto,,,,,1/10,,Alemão,,"Atelier do Tejo + Super Flexible",true,,890,,,,,,,
school-conjunto,,,,,1/10,,Alemão,,"Atelier do Tejo + Helicore",true,,910,,,,,,,
school-conjunto,,,,,1/10,,Alemão,,"Atelier do Tejo + Corelli Tungstano",true,,910,,,,,,,
school-conjunto,,,,,1/8,,Francês,,"Sem Montagem",true,,700,,,,,,,
school-conjunto,,,,,1/8,,Francês,,"Atelier do Tejo",true,,760,,,,,,,
school-conjunto,,,,,1/8,,Francês,,"Atelier do Tejo + Prelude",true,,850,,,,,,,
school-conjunto,,,,,1/8,,Francês,,"Atelier do Tejo + Charm Tungstano",true,,850,,,,,,,
school-conjunto,,,,,1/8,,Francês,,"Atelier do Tejo + Super Flexible",true,,890,,,,,,,
school-conjunto,,,,,1/8,,Francês,,"Atelier do Tejo + Helicore",true,,910,,,,,,,
school-conjunto,,,,,1/8,,Francês,,"Atelier do Tejo + Corelli Tungstano",true,,910,,,,,,,
school-conjunto,,,,,1/8,,Alemão,,"Sem Montagem",true,,700,,,,,,,
school-conjunto,,,,,1/8,,Alemão,,"Atelier do Tejo",true,,760,,,,,,,
school-conjunto,,,,,1/8,,Alemão,,"Atelier do Tejo + Prelude",true,,850,,,,,,,
school-conjunto,,,,,1/8,,Alemão,,"Atelier do Tejo + Charm Tungstano",true,,850,,,,,,,
school-conjunto,,,,,1/8,,Alemão,,"Atelier do Tejo + Super Flexible",true,,890,,,,,,,
school-conjunto,,,,,1/8,,Alemão,,"Atelier do Tejo + Helicore",true,,910,,,,,,,
school-conjunto,,,,,1/8,,Alemão,,"Atelier do Tejo + Corelli Tungstano",true,,910,,,,,,,
school-conjunto,,,,,1/4,,Francês,,"Sem Montagem",true,,750,,,,,,,
school-conjunto,,,,,1/4,,Francês,,"Atelier do Tejo",true,,810,,,,,,,
school-conjunto,,,,,1/4,,Francês,,"Atelier do Tejo + Prelude",true,,900,,,,,,,
school-conjunto,,,,,1/4,,Francês,,"Atelier do Tejo + Charm Tungstano",true,,900,,,,,,,
school-conjunto,,,,,1/4,,Francês,,"Atelier do Tejo + Super Flexible",true,,940,,,,,,,
school-conjunto,,,,,1/4,,Francês,,"Atelier do Tejo + Helicore",true,,960,,,,,,,
school-conjunto,,,,,1/4,,Francês,,"Atelier do Tejo + Corelli Tungstano",true,,960,,,,,,,
school-conjunto,,,,,1/4,,Alemão,,"Sem Montagem",true,,750,,,,,,,
school-conjunto,,,,,1/4,,Alemão,,"Atelier do Tejo",true,,810,,,,,,,
school-conjunto,,,,,1/4,,Alemão,,"Atelier do Tejo + Prelude",true,,900,,,,,,,
school-conjunto,,,,,1/4,,Alemão,,"Atelier do Tejo + Charm Tungstano",true,,900,,,,,,,
school-conjunto,,,,,1/4,,Alemão,,"Atelier do Tejo + Super Flexible",true,,940,,,,,,,
school-conjunto,,,,,1/4,,Alemão,,"Atelier do Tejo + Helicore",true,,960,,,,,,,
school-conjunto,,,,,1/4,,Alemão,,"Atelier do Tejo + Corelli Tungstano",true,,960,,,,,,,
school-conjunto,,,,,1/2,,Francês,,"Sem Montagem",true,,750,,,,,,,
school-conjunto,,,,,1/2,,Francês,,"Atelier do Tejo",true,,810,,,,,,,
school-conjunto,,,,,1/2,,Francês,,"Atelier do Tejo + Prelude",true,,900,,,,,,,
school-conjunto,,,,,1/2,,Francês,,"Atelier do Tejo + Charm Tungstano",true,,900,,,,,,,
school-conjunto,,,,,1/2,,Francês,,"Atelier do Tejo + Super Flexible",true,,940,,,,,,,
school-conjunto,,,,,1/2,,Francês,,"Atelier do Tejo + Helicore",true,,960,,,,,,,
school-conjunto,,,,,1/2,,Francês,,"Atelier do Tejo + Corelli Tungstano",true,,960,,,,,,,
school-conjunto,,,,,1/2,,Alemão,,"Sem Montagem",true,,750,,,,,,,
school-conjunto,,,,,1/2,,Alemão,,"Atelier do Tejo",true,,810,,,,,,,
school-conjunto,,,,,1/2,,Alemão,,"Atelier do Tejo + Prelude",true,,900,,,,,,,
school-conjunto,,,,,1/2,,Alemão,,"Atelier do Tejo + Charm Tungstano",true,,900,,,,,,,
school-conjunto,,,,,1/2,,Alemão,,"Atelier do Tejo + Super Flexible",true,,940,,,,,,,
school-conjunto,,,,,1/2,,Alemão,,"Atelier do Tejo + Helicore",true,,960,,,,,,,
school-conjunto,,,,,1/2,,Alemão,,"Atelier do Tejo + Corelli Tungstano",true,,960,,,,,,,
school-conjunto,,,,,3/4,,Francês,,"Sem Montagem",true,,850,,,,,,,
school-conjunto,,,,,3/4,,Francês,,"Atelier do Tejo",true,,910,,,,,,,
school-conjunto,,,,,3/4,,Francês,,"Atelier do Tejo + Prelude",true,,1000,,,,,,,
school-conjunto,,,,,3/4,,Francês,,"Atelier do Tejo + Charm Tungstano",true,,1000,,,,,,,
school-conjunto,,,,,3/4,,Francês,,"Atelier do Tejo + Super Flexible",true,,1040,,,,,,,
school-conjunto,,,,,3/4,,Francês,,"Atelier do Tejo + Helicore",true,,1060,,,,,,,
school-conjunto,,,,,3/4,,Francês,,"Atelier do Tejo + Corelli Tungstano",true,,1060,,,,,,,
school-conjunto,,,,,3/4,,Alemão,,"Sem Montagem",true,,850,,,,,,,
school-conjunto,,,,,3/4,,Alemão,,"Atelier do Tejo",true,,910,,,,,,,
school-conjunto,,,,,3/4,,Alemão,,"Atelier do Tejo + Prelude",true,,1000,,,,,,,
school-conjunto,,,,,3/4,,Alemão,,"Atelier do Tejo + Charm Tungstano",true,,1000,,,,,,,
school-conjunto,,,,,3/4,,Alemão,,"Atelier do Tejo + Super Flexible",true,,1040,,,,,,,
school-conjunto,,,,,3/4,,Alemão,,"Atelier do Tejo + Helicore",true,,1060,,,,,,,
school-conjunto,,,,,3/4,,Alemão,,"Atelier do Tejo + Corelli Tungstano",true,,1060,,,,,,,
school-conjunto,,,,,4/4,,Francês,,"Sem Montagem",true,,850,,,,,,,
school-conjunto,,,,,4/4,,Francês,,"Atelier do Tejo",true,,910,,,,,,,
school-conjunto,,,,,4/4,,Francês,,"Atelier do Tejo + Prelude",true,,1000,,,,,,,
school-conjunto,,,,,4/4,,Francês,,"Atelier do Tejo + Charm Tungstano",true,,1000,,,,,,,
school-conjunto,,,,,4/4,,Francês,,"Atelier do Tejo + Super Flexible",true,,1040,,,,,,,
school-conjunto,,,,,4/4,,Francês,,"Atelier do Tejo + Helicore",true,,1060,,,,,,,
school-conjunto,,,,,4/4,,Francês,,"Atelier do Tejo + Corelli Tungstano",true,,1060,,,,,,,
school-conjunto,,,,,4/4,,Alemão,,"Sem Montagem",true,,850,,,,,,,
school-conjunto,,,,,4/4,,Alemão,,"Atelier do Tejo",true,,910,,,,,,,
school-conjunto,,,,,4/4,,Alemão,,"Atelier do Tejo + Prelude",true,,1000,,,,,,,
school-conjunto,,,,,4/4,,Alemão,,"Atelier do Tejo + Charm Tungstano",true,,1000,,,,,,,
school-conjunto,,,,,4/4,,Alemão,,"Atelier do Tejo + Super Flexible",true,,1040,,,,,,,
school-conjunto,,,,,4/4,,Alemão,,"Atelier do Tejo + Helicore",true,,1060,,,,,,,
school-conjunto,,,,,4/4,,Alemão,,"Atelier do Tejo + Corelli Tungstano",true,,1060,,,,,,,
matalobos-violoncelo-gotz,"Matalobos - Violoncelo Gotz",,,,,,,,,,,12,,23,true,,false,,false
matalobos-violoncelo-gotz-2,"Matalobos - Violoncelo Gotz",,,,,,,,,,,12.5,,23,true,,false,,false
matalobos-violoncelo-gotz-3,"Matalobos - Violoncelo Gotz",,,,,,,,,,,12.5,,23,true,,false,,false
matalobos-violoncelo-gotz-4,"Matalobos - Violoncelo Gotz",,,,,,,,,,,13,,23,true,,false,,false
matalobos-violoncelo-gotz-5,"Matalobos - Violoncelo Gotz",,,,,,,,,,,13,,23,true,,false,,false
pasta-cravelhas-gotz,"Pasta Cravelhas - Gotz",,,,,,,,,,,10,,23,true,,false,,false
matalobos-lupx-5-5,"Matalobos LupX 5,5",,,,,,,,,,,14,,23,true,,false,,false
matalobos-lupx-8-4,"Matalobos LupX 8,4",,,,,,,,,,,15,,23,true,,false,,false
matalobos-lupx-20,"Matalobos LupX 20",,,,,,,,,,,20,,23,true,,false,,false
matalobos-lupx-30,"Matalobos LupX 30",,,,,,,,,,,20,,23,true,,false,,false
